--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
66,66,BAL,Billy Jones,Louisiana College,,,,,,,,,,,,,,,,,
67,67,MIL,Virgle Fredrick,Drury University,,,,,,,,,,,,,,,,,
68,68,NYK,John Marren,Manhattan University,,,,,,,,,,,,,,,,,
69,69,SDR,James Gilbert,Adams State College,,,,,,,,,,,,,,,,,
70,70,SFW,Levi Fontaine,University of Maryland Eastern Shore,1,35,210,134,15,22,.366,,.757,6.0,3.8,0.4,0.6,-0.3,-.069,,
71,71,DET,Bill Jankans,Cal State Long Beach,,,,,,,,,,,,,,,,,
72,72,BOS,Tom Carter,Paul Quinn College,,,,,,,,,,,,,,,,,
73,73,CIN,Uluss Thompson,Wiley College,,,,,,,,,,,,,,,,,
74,74,SEA,Boyd Lynch,Eastern Kentucky University,,,,,,,,,,,,,,,,,
75,75,CLE,Wayne Sokolowski,Ashland University,,,,,,,,,,,,,,,,,
76,76,POR,Ron Knight,California State University Los Angeles,2,101,1145,472,283,83,.433,,.500,11.3,4.7,2.8,0.8,0.2,.007,,
77,77,BUF,Robert Moore,Central State University,,,,,,,,,,,,,,,,,
78,78,PHO,John Canine,Ohio University,,,,,,,,,,,,,,,,,
79,79,CHI,George Johnson,Dillard University,13,904,18102,4369,5887,929,.451,,.694,20.0,4.8,6.5,1.0,33.0,.087,0.1,9.4
80,80,PHI,Perry Wallace,Vanderbilt,,,,,,,,,,,,,,,,,
81,81,LAL,John Fultz,Rhode Island,,,,,,,,,,,,,,,,,
82,82,ATL,Bob Riley,Mount St. Mary's University,1,7,39,13,12,1,.444,,.556,5.6,1.9,1.7,0.1,0.0,.056,,
83,83,BAL,Gary Zeller,Drake University,1,78,697,271,92,37,.340,,.587,8.9,3.5,1.2,0.5,-1.5,-.107,,
84,84,MIL,Mike Grosso,Louisville,,,,,,,,,,,,,,,,,
85,85,NYK,Jim Oxley,United States Military Academy,,,,,,,,,,,,,,,,,
86,86,SDR,Mike Kretzer,East Tennessee State University,,,,,,,,,,,,,,,,,
87,87,SFW,Vic Bartolome,Oregon State,1,38,165,34,60,3,.254,,.800,4.3,0.9,1.6,0.1,-0.4,-.114,,
88,88,DET,Sevira Brown,DePaul,,,,,,,,,,,,,,,,,
89,89,BOS,Rod McIntyre,Jacksonville University,,,,,,,,,,,,,,,,,
90,90,CIN,Charles Bishop,Louisiana Tech,,,,,,,,,,,,,,,,,
91,91,SEA,Sam Robinson,Cal State Long Beach,,,,,,,,,,,,,,,,,
92,92,BUF,Doug Hess,Toledo,,,,,,,,,,,,,,,,,
93,93,POR,George Janky,Dayton,,,,,,,,,,,,,,,,,
94,94,CLE,Joe Cooke,Indiana,1,73,725,316,114,93,.393,,.814,9.9,4.3,1.6,1.3,-0.4,-.025,,
95,95,PHO,Joe Thomas,Marquette,1,39,204,55,43,17,.267,,.450,5.2,1.4,1.1,0.4,-0.6,-.149,,
96,96,CHI,Lonnie Kluttz,North Carolina A&T,,,,,,,,,,,,,,,,,
97,97,PHI,Jerry Venable,Kansas State,,,,,,,,,,,,,,,,,
98,98,LAL,Jerry Kroll,Davidson,,,,,,,,,,,,,,,,,
99,99,ATL,Dave Parker,Windham College,,,,,,,,,,,,,,,,,
100,100,BAL,Marvin Polnick,Stephen F. Austin,,,,,,,,,,,,,,,,,
101,101,MIL,Willie Watson,Oklahoma City University,,,,,,,,,,,,,,,,,
102,102,NYK,Jim Signorile,NYU,,,,,,,,,,,,,,,,,
103,103,SDR,Billy Paultz,St. John's,9,637,13630,5432,3553,1043,.491,,.643,21.4,8.5,5.6,1.6,26.3,.093,-0.2,6.3
104,104,SFW,Joe Bergman,Creighton,,,,,,,,,,,,,,,,,
105,105,DET,Marv Copeland,Shaw College (MI),,,,,,,,,,,,,,,,,
106,106,BOS,Charlie Scott,UNC,8,560,19278,10037,2034,2696,.444,,.772,34.4,17.9,3.6,4.8,26.9,.067,-1.5,2.1
107,107,CIN,Mike Bernard,Kentucky State University,,,,,,,,,,,,,,,,,
108,108,SEA,James Morgan,Maryland,,,,,,,,,,,,,,,,,
109,109,CLE,Narvis Anderson,Stephen F. Austin,,,,,,,,,,,,,,,,,
110,110,POR,Claude English,Rhode Island,1,18,70,27,20,6,.262,,.714,3.9,1.5,1.1,0.3,-0.3,-.215,,
111,111,BUF,Cliff Shegogg,Colorado State,,,,,,,,,,,,,,,,,
112,112,PHO,Heyward Dotson,Columbia University,,,,,,,,,,,,,,,,,
113,113,CHI,Lou West,Seattle University,,,,,,,,,,,,,,,,,
114,114,PHI,Carlton Poole,Philadelphia University,,,,,,,,,,,,,,,,,
115,115,LAL,Willie Woods,Eastern Kentucky University,,,,,,,,,,,,,,,,,
116,116,ATL,John Shinall,Jackson State University,,,,,,,,,,,,,,,,,
117,117,BAL,Charlie Wallace,Oklahoma City University,,,,,,,,,,,,,,,,,
118,118,MIL,John Rinka,Kenyon College,,,,,,,,,,,,,,,,,
119,119,NYK,Ray Hodge,Wagner College,,,,,,,,,,,,,,,,,
120,120,SDR,Don Adams,Northwestern,5,487,12407,4236,2732,869,.402,,.739,25.5,8.7,5.6,1.8,10.6,.041,-2.0,0.0
121,121,SFW,Jeff Sewell,Marquette,,,,,,,,,,,,,,,,,
122,122,DET,Dan Issel,Kentucky,9,718,22342,14659,5707,1804,.506,,.797,31.1,20.4,7.9,2.5,82.3,.177,2.3,24.3
123,123,BOS,Bobby Croft,Tennessee,,,,,,,,,,,,,,,,,
124,124,CIN,Joe McBride,Augusta State University,,,,,,,,,,,,,,,,,
125,125,SEA,George Irvine,Washington,,,,,,,,,,,,,,,,,
126,126,BUF,Larry Woods,West Virginia,,,,,,,,,,,,,,,,,
127,127,POR,Doug Boyd,TCU,,,,,,,,,,,,,,,,,
128,128,CLE,Walter Robertson,Loyola Chicago,,,,,,,,,,,,,,,,,
129,129,PHO,Steve Patterson,UCLA,5,350,5582,1552,1632,443,.403,,.594,15.9,4.4,4.7,1.3,4.8,.041,-1.2,0.9
130,130,CHI,Mike Casey,Kentucky,,,,,,,,,,,,,,,,,
131,131,PHI,Fran O'Hanlon,Villanova,,,,,,,,,,,,,,,,,
132,132,LAL,Rick Mount,Purdue,,,,,,,,,,,,,,,,,
133,133,ATL,Herb White,Georgia,1,38,315,90,48,47,.405,,.564,8.3,2.4,1.3,1.2,0.1,.013,,
134,134,BAL,Tom Dykstra,Wheaton College,,,,,,,,,,,,,,,,,
135,135,MIL,Jim Sarno,Northwestern,,,,,,,,,,,,,,,,,
136,136,NYK,Greg Fillmore,Cheyney (PA),2,49,338,118,108,20,.403,,.467,6.9,2.4,2.2,0.4,0.3,.044,,
137,137,SDR,Jim Gottschall,Dayton,,,,,,,,,,,,,,,,,
138,138,SFW,Lou Small,UNLV,,,,,,,,,,,,,,,,,
139,139,DET,Alex Winn,Dartmouth College,,,,,,,,,,,,,,,,,
140,140,BOS,Tom Little,Seattle University,,,,,,,,,,,,,,,,,
141,141,CIN,Bob Mabry,University of Rio Grande,,,,,,,,,,,,,,,,,
142,142,SEA,Claude Virden,Murray State,,,,,,,,,,,,,,,,,
143,143,CLE,Tom Lagodich,Kent State University,,,,,,,,,,,,,,,,,
144,144,POR,Billy Gaskins,Oregon,,,,,,,,,,,,,,,,,
145,145,BUF,Larry Duckworth,Henderson State University,,,,,,,,,,,,,,,,,
146,146,PHO,Carl Ashley,Wyoming,,,,,,,,,,,,,,,,,
147,147,CHI,Glen Johnson,Jackson State University,,,,,,,,,,,,,,,,,
148,148,PHI,Mike Hauer,Saint Joseph's,,,,,,,,,,,,,,,,,
149,149,LAL,Bobby Sands,Pepperdine,,,,,,,,,,,,,,,,,
150,150,ATL,Larry Jackson,Sul Ross State University,,,,,,,,,,,,,,,,,
151,151,BAL,Will Hetzel,Maryland,,,,,,,,,,,,,,,,,
152,152,MIL,Joe Hamilton,University of North Texas,,,,,,,,,,,,,,,,,
153,153,NYK,Walker Banks,Western Kentucky,,,,,,,,,,,,,,,,,
154,154,SDR,Toke Coleman,Eastern Kentucky University,,,,,,,,,,,,,,,,,
155,155,SFW,Coby Dietrick,San Jose State,7,480,9241,2915,1869,990,.468,,.741,19.3,6.1,3.9,2.1,15.5,.080,0.1,4.9
156,156,DET,Bruce Chapman,UNLV,,,,,,,,,,,,,,,,,
157,157,BOS,Mike Maloy,Davidson,,,,,,,,,,,,,,,,,
158,158,CIN,Carl Johnson,Gustavus Adolphus,,,,,,,,,,,,,,,,,
159,159,SEA,Chuck Lloyd,Yankton College,,,,,,,,,,,,,,,,,
160,160,BUF,Joe Taylor,Dillard University,,,,,,,,,,,,,,,,,
161,161,POR,Israel Oliver,Elizabeth City State University,,,,,,,,,,,,,,,,,
162,162,CLE,Ken Johnson,Indiana,,,,,,,,,,,,,,,,,
163,163,PHO,Gerhard Schreur,Arizona State,,,,,,,,,,,,,,,,,
164,164,CHI,Dale Blaut,West Texas A&M University,,,,,,,,,,,,,,,,,
165,165,PHI,Gordon Stiles,American University,,,,,,,,,,,,,,,,,
166,166,LAL,Kindell Stephens,Fisk University,,,,,,,,,,,,,,,,,
167,167,ATL,Manuel Raga,,,,,,,,,,,,,,,,,,
168,168,BAL,Ron Becker,New Mexico,,,,,,,,,,,,,,,,,
169,169,MIL,Bob Seemer,Georgia Tech,,,,,,,,,,,,,,,,,
170,170,NYK,Don Curnutt,Miami (FL),,,,,,,,,,,,,,,,,
171,171,SDR,Ron Belton,Bellarmine University,,,,,,,,,,,,,,,,,
172,172,DET,Rick Anheuser,NC State,,,,,,,,,,,,,,,,,
173,173,CIN,Ted Hillary,Saint Joseph's College,,,,,,,,,,,,,,,,,
174,174,SEA,Andy Owens,Florida,,,,,,,,,,,,,,,,,
175,175,CLE,Dave Schneider,Wayne State College,,,,,,,,,,,,,,,,,
176,176,POR,Dan McLemore,Bowling Green,,,,,,,,,,,,,,,,,
177,177,BUF,Dick Walker,Wake Forest,,,,,,,,,,,,,,,,,
178,178,PHO,Jim Walls,Clark Atlanta University,,,,,,,,,,,,,,,,,
179,179,CHI,Doug Howard,BYU,,,,,,,,,,,,,,,,,
180,180,PHI,David Whitley,Tufts University,,,,,,,,,,,,,,,,,
181,181,LAL,Bob Dukiet,Boston College,,,,,,,,,,,,,,,,,
182,182,ATL,Dino Meneghin,,,,,,,,,,,,,,,,,,
183,183,BAL,Mel Bell,Houston,,,,,,,,,,,,,,,,,
184,184,SDR,Jim Brooks,Nebraska,,,,,,,,,,,,,,,,,
185,185,DET,Don Ogletree,Cincinnati,,,,,,,,,,,,,,,,,
186,186,CIN,Reggie Roach,Virginia State University,,,,,,,,,,,,,,,,,
187,187,SEA,Joe Brunson,Furman University,,,,,,,,,,,,,,,,,
188,188,POR,Paul Adams,Central Washington University,,,,,,,,,,,,,,,,,
189,189,CLE,Ollie Taylor,Houston,,,,,,,,,,,,,,,,,
190,190,PHO,Ric Cobb,Marquette,,,,,,,,,,,,,,,,,
191,191,CHI,Booker Brown,Middle Tennessee,,,,,,,,,,,,,,,,,
192,192,LAL,Dewey Varner,Tuskegee University,,,,,,,,,,,,,,,,,
193,193,BAL,Ben McGilmer,Iowa,,,,,,,,,,,,,,,,,
194,194,SDR,Harry Lozon,Old Dominion,,,,,,,,,,,,,,,,,
195,195,DET,Ernest Hardy,Harvard University,,,,,,,,,,,,,,,,,
196,196,CIN,Larry Gray,Huston-Tillotson University,,,,,,,,,,,,,,,,,
197,197,SEA,Allen McManus,Winston-Salem State,,,,,,,,,,,,,,,,,
198,198,CLE,Kevin Wilson,Ashland University,,,,,,,,,,,,,,,,,
199,199,POR,Alex Boyd,Nevada,,,,,,,,,,,,,,,,,
200,200,PHO,Fred Carpenter,Hawaii,,,,,,,,,,,,,,,,,
201,201,CHI,Charles Bloodworth,Northwestern State University,,,,,,,,,,,,,,,,,
202,202,LAL,Gary Elliot,Washington State,,,,,,,,,,,,,,,,,
203,203,BAL,Don Debardelaben,Northern Arizona University,,,,,,,,,,,,,,,,,
204,204,SDR,Clyde Oatis,Aurora University,,,,,,,,,,,,,,,,,
205,205,DET,Randy Smith,Buffalo State,12,976,31444,16262,3597,4487,.470,,.781,32.2,16.7,3.7,4.6,60.1,.092,0.4,16.0
206,206,CIN,Andy Jennings,Alderson-Broaddus College,,,,,,,,,,,,,,,,,
207,207,SEA,Dan Beeson,Linfield College,,,,,,,,,,,,,,,,,
208,208,POR,Frank Lothridge,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
209,209,CLE,Don Tomilson,Missouri,,,,,,,,,,,,,,,,,
210,210,PHO,Chad Calabria,Iowa,,,,,,,,,,,,,,,,,
211,211,CHI,Paul Funkhouser,McKendree College,,,,,,,,,,,,,,,,,
212,212,LAL,Ron Sanford,New Mexico,,,,,,,,,,,,,,,,,
213,213,BAL,Mike Williams,Northern Arizona University,,,,,,,,,,,,,,,,,
214,214,SDR,Jay Bond,Washington,,,,,,,,,,,,,,,,,
215,215,DET,Denis Clark,Springfield College,,,,,,,,,,,,,,,,,
216,216,CIN,Mike Neer,Washington & Lee University,,,,,,,,,,,,,,,,,
217,217,CLE,Steve Wannamaker,Drake University,,,,,,,,,,,,,,,,,
218,218,POR,Wayne Canaday,Miami (FL),,,,,,,,,,,,,,,,,
219,219,PHO,Walt Williams,Miami University,,,,,,,,,,,,,,,,,
220,220,CHI,Paul Otay,Boise State,,,,,,,,,,,,,,,,,
221,221,LAL,Will Teague,Youngstown State University,,,,,,,,,,,,,,,,,
222,222,BAL,Ted Rose,Northern Michigan University,,,,,,,,,,,,,,,,,
223,223,SDR,Dean Elofson,Wayne State College,,,,,,,,,,,,,,,,,
224,224,DET,Harvey Marlatt,Eastern Michigan,3,61,746,225,86,94,.373,,.850,12.2,3.7,1.4,1.5,-0.1,-.007,,
225,225,CIN,Paul Favorite,Georgetown,,,,,,,,,,,,,,,,,
226,226,POR,Doug Williams,St. Mary's University,,,,,,,,,,,,,,,,,
227,227,CLE,Steve Wilson,Hanover College,,,,,,,,,,,,,,,,,
228,228,LAL,Pete Walthour,Fort Valley State University,,,,,,,,,,,,,,,,,
229,229,BAL,Don Rather,Northern Arizona University,,,,,,,,,,,,,,,,,
230,230,SDR,Dennis Dickens,Azusa Pacific University,,,,,,,,,,,,,,,,,
231,231,CLE,Rich Peterson,Concordia College,,,,,,,,,,,,,,,,,
232,232,LAL,Bob Thati,Occidental College,,,,,,,,,,,,,,,,,
233,233,BAL,Vince Fritz,Oregon State,,,,,,,,,,,,,,,,,
234,234,SDR,Jeff Cunningham,University of California Irvine,,,,,,,,,,,,,,,,,
235,235,POR,Bruce Butchko,Southern Illinois,,,,,,,,,,,,,,,,,
236,236,CLE,Emmanuel Cannon,Grambling State University,,,,,,,,,,,,,,,,,
237,237,SDR,Rick Erickson,Washington State,,,,,,,,,,,,,,,,,
238,238,CLE,Allen Waller,Saint Mary of the Plains College,,,,,,,,,,,,,,,,,
239,239,POR,Mark Gabriel,Hanover College,,,,,,,,,,,,,,,,,
